Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
4.0,4.0,0.01,19,0.992697,0.66,437.23,2171.87,50.36,218.6269,4.8294,2.6841,0.905736,0.444933,0.419797
4.0,4.0,0.01,20,0.992112,0.65,436.6,2171.8,50.36,228.287,4.8265,2.6842,0.955981,0.472754,0.446315
4.0,4.0,0.01,21,0.99153,0.65,435.98,2171.74,50.36,237.9412,4.8237,2.6843,1.00594,0.500438,0.472697
4.0,4.0,0.01,22,0.990952,0.64,435.37,2171.74,50.37,247.5897,4.8209,2.6844,1.055616,0.527987,0.498946
4.0,4.0,0.01,23,0.990377,0.64,434.76,2171.7,50.37,257.2325,4.8181,2.6845,1.105016,0.555404,0.525065
4.0,4.0,0.01,24,0.989805,0.63,434.15,2171.77,50.37,266.8696,4.8153,2.6846,1.154145,0.582691,0.551056
4.0,4.0,0.01,25,0.989236,0.62,433.54,2171.64,50.38,276.501,4.8125,2.6847,1.203007,0.609851,0.576921
4.0,4.0,0.01,26,0.98867,0.62,432.93,2171.61,50.38,286.1267,4.8098,2.6848,1.251606,0.636885,0.602663
4.0,4.0,0.01,27,0.988107,0.61,432.33,2171.48,50.38,295.7467,4.8071,2.6849,1.299947,0.663797,0.628283
4.0,4.0,0.01,28,0.987548,0.61,431.72,2171.41,50.38,305.3611,4.8043,2.685,1.348035,0.690587,0.653785
4.0,4.0,0.01,29,0.986991,0.6,431.12,2171.52,50.39,314.9698,4.8016,2.6851,1.395874,0.717259,0.679169
4.0,4.0,0.01,30,0.986438,0.6,430.52,2171.54,50.39,324.573,4.7989,2.6852,1.443468,0.743814,0.704438
4.0,4.0,0.01,31,0.985887,0.6,429.93,2171.54,50.39,334.1707,4.7963,2.6853,1.490822,0.770255,0.729595
4.0,4.0,0.01,32,0.985339,0.6,429.33,2171.75,50.4,343.7628,4.7936,2.6854,1.53794,0.796583,0.754641
4.0,4.0,0.01,33,0.984794,0.6,428.73,2171.78,50.4,353.3495,4.7909,2.6855,1.584825,0.822801,0.779577
4.0,4.0,0.01,34,0.984251,0.6,428.13,2171.81,50.4,362.9307,4.7883,2.6856,1.63148,0.848909,0.804407
4.0,4.0,0.01,35,0.983711,0.59,427.53,2171.85,50.4,372.5065,4.7857,2.6857,1.67791,0.87491,0.82913
4.0,4.0,0.01,36,0.983174,0.59,426.94,2171.89,50.41,382.0771,4.7831,2.6858,1.724118,0.900806,0.85375
4.0,4.0,0.01,37,0.982639,0.59,426.35,2171.94,50.41,391.6425,4.7805,2.6859,1.770108,0.926598,0.878267
4.0,4.0,0.01,38,0.982107,0.59,425.76,2172.0,50.41,401.2031,4.7779,2.686,1.815883,0.952287,0.902684
4.0,4.0,0.01,39,0.981577,0.59,425.18,2171.82,50.42,410.7594,4.7753,2.6861,1.861444,0.977875,0.927001
4.0,4.0,0.01,40,0.98105,0.59,424.61,2171.81,50.42,420.3119,4.7727,2.6861,1.906797,1.003364,0.951221
4.0,4.0,0.01,41,0.980526,0.58,424.03,2172.04,50.42,429.8604,4.7702,2.6862,1.951946,1.028756,0.975345
4.0,4.0,0.01,42,0.980003,0.58,423.46,2172.02,50.42,439.4044,4.7676,2.6863,1.996891,1.054052,0.999374
4.0,4.0,0.01,43,0.979484,0.58,422.88,2172.18,50.43,448.9436,4.7651,2.6864,2.041637,1.079253,1.02331
4.0,4.0,0.01,44,0.978966,0.58,422.31,2172.27,50.43,458.4779,4.7626,2.6865,2.086187,1.104361,1.047155
4.0,4.0,0.01,45,0.978451,0.58,421.74,2172.38,50.43,468.0071,4.7601,2.6866,2.130542,1.129377,1.070909
4.0,4.0,0.01,46,0.977938,0.58,421.17,2172.35,50.44,477.5313,4.7576,2.6867,2.174707,1.154302,1.094575
4.0,4.0,0.01,47,0.977427,0.57,420.6,2172.54,50.44,487.0504,4.7551,2.6868,2.218684,1.179139,1.118152
4.0,4.0,0.01,48,0.976919,0.57,420.04,2172.73,50.44,496.5645,4.7526,2.6869,2.262475,1.203887,1.141644
4.0,4.0,0.01,49,0.976413,0.57,419.48,2172.95,50.23,506.0734,4.7502,2.687,2.306084,1.22855,1.165051
4.0,4.0,0.01,50,0.975908,0.57,418.93,2173.11,50.23,515.5773,4.7477,2.6871,2.349512,1.253127,1.188373
4.0,4.0,0.01,51,0.975406,0.57,418.38,2173.25,50.23,525.0761,4.7453,2.6871,2.392763,1.27762,1.211614
4.0,4.0,0.01,52,0.974906,0.57,417.83,2173.46,50.24,534.5699,4.7428,2.6872,2.435838,1.30203,1.234772
4.0,4.0,0.01,53,0.974408,0.56,417.28,2173.67,50.24,544.0585,4.7404,2.6873,2.47874,1.326358,1.257851
4.0,4.0,0.01,54,0.973913,0.56,416.74,2173.88,50.24,553.5422,4.738,2.6874,2.521472,1.350606,1.280851
4.0,4.0,0.01,55,0.973419,0.56,416.19,2173.98,50.24,563.0208,4.7356,2.6875,2.564035,1.374774,1.303772
4.0,4.0,0.01,56,0.972927,0.56,415.66,2174.35,50.25,572.4944,4.7332,2.6876,2.606432,1.398864,1.326616
4.0,4.0,0.01,57,0.972437,0.56,415.12,2174.46,50.25,581.963,4.7308,2.6877,2.648665,1.422876,1.349385
4.0,4.0,0.01,58,0.971949,0.56,414.6,2174.88,50.25,591.4267,4.7284,2.6877,2.690737,1.446812,1.372079
4.0,4.0,0.01,59,0.971463,0.56,414.08,2175.1,50.25,600.8854,4.7261,2.6878,2.732649,1.470674,1.394699
4.0,4.0,0.01,60,0.970979,0.55,413.56,2175.37,50.26,610.3394,4.7237,2.6879,2.774403,1.49446,1.417246
4.0,4.0,0.01,61,0.970497,0.55,413.05,2175.7,50.26,619.7885,4.7214,2.688,2.816002,1.518174,1.439721
4.0,4.0,0.01,62,0.970016,0.55,412.54,2175.98,50.26,629.2328,4.719,2.6881,2.857447,1.541815,1.462126
4.0,4.0,0.01,63,0.969538,0.55,412.03,2176.25,50.26,638.6723,4.7167,2.6882,2.898741,1.565385,1.48446
4.0,4.0,0.01,64,0.969061,0.55,411.53,2176.61,50.27,648.107,4.7144,2.6883,2.939884,1.588885,1.506725
4.0,4.0,0.01,65,0.968585,0.55,411.02,2176.96,50.27,657.5369,4.7121,2.6883,2.98088,1.612315,1.528923
4.0,4.0,0.01,66,0.968112,0.54,410.51,2177.28,50.27,666.9619,4.7098,2.6884,3.02173,1.635676,1.551053
4.0,4.0,0.01,67,0.96764,0.54,410.01,2177.64,50.27,676.3822,4.7075,2.6885,3.062435,1.65897,1.573116
4.0,4.0,0.01,68,0.96717,0.54,409.51,2177.99,50.28,685.7977,4.7052,2.6886,3.102998,1.682197,1.595114
4.0,4.0,0.01,69,0.966702,0.54,409.01,2178.35,50.28,695.2087,4.7029,2.6887,3.14342,1.705357,1.617048
4.0,4.0,0.01,70,0.966235,0.54,408.51,2178.72,50.28,704.6155,4.7006,2.6888,3.183703,1.728453,1.638917
4.0,4.0,0.01,71,0.96577,0.54,408.01,2179.04,50.28,714.0179,4.6984,2.6888,3.223848,1.751483,1.660723
4.0,4.0,0.01,72,0.965306,0.54,407.51,2179.44,50.29,723.4159,4.6961,2.6889,3.263857,1.77445,1.682467
4.0,4.0,0.01,73,0.964844,0.53,407.01,2179.78,50.29,732.8093,4.6939,2.689,3.303731,1.797354,1.704148
4.0,4.0,0.01,74,0.964383,0.53,406.5,2180.15,50.29,742.198,4.6916,2.6891,3.343473,1.820196,1.725769
4.0,4.0,0.01,75,0.963924,0.53,406.0,2180.46,50.29,751.5822,4.6894,2.6892,3.383083,1.842975,1.74733
4.0,4.0,0.01,76,0.963467,0.53,405.49,2180.81,50.3,760.9619,4.6872,2.6893,3.422563,1.865694,1.768831
4.0,4.0,0.01,77,0.963011,0.53,404.98,2181.04,50.3,770.337,4.685,2.6893,3.461914,1.888353,1.790273
4.0,4.0,0.01,78,0.962556,0.53,404.46,2181.36,50.3,779.7076,4.6827,2.6894,3.501138,1.910952,1.811656
4.0,4.0,0.01,79,0.962103,0.53,403.94,2181.67,50.3,789.0738,4.6805,2.6895,3.540235,1.933492,1.832982
4.0,4.0,0.01,80,0.961651,0.52,403.42,2181.95,50.31,798.4355,4.6783,2.6896,3.579208,1.955974,1.854251
4.0,4.0,0.01,81,0.9612,0.52,402.9,2182.23,50.31,807.7928,4.6762,2.6897,3.618058,1.978398,1.875463
4.0,4.0,0.01,82,0.960751,0.52,402.38,2182.52,50.31,817.1457,4.674,2.6897,3.656786,2.000765,1.89662
4.0,4.0,0.01,83,0.960304,0.52,401.86,2182.78,50.31,826.4942,4.6718,2.6898,3.695394,2.023075,1.917721
4.0,4.0,0.01,84,0.959857,0.52,401.34,2183.04,50.32,835.8384,4.6696,2.6899,3.733881,2.04533,1.938768
4.0,4.0,0.01,85,0.959413,0.52,400.82,2183.3,50.32,845.1785,4.6675,2.69,3.772251,2.067529,1.959761
4.0,4.0,0.01,86,0.958969,0.52,400.31,2183.59,50.32,854.5153,4.6653,2.6901,3.810504,2.089674,1.980701
4.0,4.0,0.01,87,0.958527,0.51,399.79,2183.83,50.32,863.8485,4.6631,2.6901,3.848641,2.111765,2.001587
4.0,4.0,0.01,88,0.958086,0.51,399.27,2184.06,50.33,873.1776,4.661,2.6902,3.886664,2.133802,2.022422
4.0,4.0,0.01,89,0.957647,0.51,398.76,2184.32,50.33,882.5025,4.6589,2.6903,3.924573,2.155787,2.043204
4.0,4.0,0.01,90,0.957208,0.51,398.24,2184.54,50.33,891.8231,4.6567,2.6904,3.96237,2.177719,2.063936
4.0,4.0,0.01,91,0.956771,0.51,397.73,2184.79,50.33,901.1393,4.6546,2.6905,4.000056,2.199599,2.084617
4.0,4.0,0.01,92,0.956336,0.51,397.21,2185.01,50.34,910.4512,4.6525,2.6905,4.037632,2.221428,2.105248
4.0,4.0,0.01,93,0.955901,0.51,396.7,2185.24,50.34,919.7588,4.6504,2.6906,4.075099,2.243206,2.125829
4.0,4.0,0.01,94,0.955468,0.5,396.2,2185.44,50.34,929.0621,4.6483,2.6907,4.112458,2.264933,2.146362
4.0,4.0,0.01,95,0.955036,0.5,395.69,2185.66,50.34,938.361,4.6462,2.6908,4.149711,2.286612,2.166845
4.0,4.0,0.01,96,0.954606,0.5,395.19,2185.87,50.35,947.6555,4.6441,2.6908,4.186857,2.30824,2.187281
4.0,4.0,0.01,97,0.954176,0.5,394.7,2186.12,50.35,956.9457,4.642,2.6909,4.2239,2.329821,2.207669
4.0,4.0,0.01,98,0.953748,0.5,394.21,2186.31,50.35,966.2316,4.6399,2.691,4.260839,2.351353,2.228011
4.0,4.0,0.01,99,0.953321,0.5,393.71,2186.48,50.35,975.5133,4.6378,2.6911,4.297675,2.372837,2.248305
4.0,4.0,0.01,100,0.952895,0.5,393.23,2186.66,50.36,984.7907,4.6358,2.6912,4.334409,2.394274,2.268554
4.0,4.0,0.01,101,0.952471,0.49,392.74,2186.84,50.36,994.0642,4.6337,2.6912,4.371043,2.415664,2.288757
4.0,4.0,0.01,102,0.952047,0.49,392.25,2187.02,50.36,1003.3338,4.6316,2.6913,4.407577,2.437007,2.308914
4.0,4.0,0.01,103,0.951625,0.49,391.76,2187.15,50.36,1012.5995,4.6296,2.6914,4.444012,2.458305,2.329027
4.0,4.0,0.01,104,0.951204,0.49,391.27,2187.3,50.37,1021.861,4.6275,2.6915,4.48035,2.479557,2.349095
4.0,4.0,0.01,105,0.950784,0.49,390.79,2187.44,50.37,1031.1184,4.6255,2.6915,4.51659,2.500764,2.36912
4.0,4.0,0.01,106,0.950365,0.49,390.3,2187.63,50.37,1040.3716,4.6234,2.6916,4.552734,2.521927,2.389101
4.0,4.0,0.01,107,0.949947,0.49,389.81,2187.8,50.37,1049.6206,4.6214,2.6917,4.588784,2.543045,2.409039
4.0,4.0,0.01,108,0.949531,0.49,389.33,2187.92,50.38,1058.8654,4.6194,2.6918,4.624739,2.56412,2.428935
4.0,4.0,0.01,109,0.949116,0.48,388.84,2188.1,50.38,1068.106,4.6174,2.6918,4.660601,2.585151,2.448788
4.0,4.0,0.01,110,0.948701,0.48,388.36,2188.24,50.38,1077.3424,4.6153,2.6919,4.69637,2.60614,2.4686
4.0,4.0,0.01,111,0.948288,0.48,387.88,2188.36,50.38,1086.5747,4.6133,2.692,4.732047,2.627086,2.48837
4.0,4.0,0.01,112,0.947876,0.48,387.39,2188.51,50.39,1095.8028,4.6113,2.6921,4.767634,2.64799,2.508099
4.0,4.0,0.01,113,0.947465,0.48,386.91,2188.64,50.39,1105.0267,4.6093,2.6921,4.803131,2.668852,2.527788
4.0,4.0,0.01,114,0.947055,0.48,386.43,2188.75,50.39,1114.2465,4.6073,2.6922,4.838538,2.689672,2.547436
4.0,4.0,0.01,115,0.946646,0.48,385.94,2188.91,50.4,1123.4621,4.6053,2.6923,4.873857,2.710452,2.567045
4.0,4.0,0.01,116,0.946238,0.47,385.45,2189.07,50.4,1132.6736,4.6034,2.6924,4.909088,2.731192,2.586614
4.0,4.0,0.01,117,0.945831,0.47,384.96,2189.19,50.4,1141.881,4.6014,2.6924,4.944233,2.751891,2.606144
4.0,4.0,0.01,118,0.945425,0.47,384.46,2189.38,50.4,1151.0842,4.5994,2.6925,4.979291,2.77255,2.625635
4.0,4.0,0.01,119,0.94502,0.47,383.96,2189.5,50.41,1160.2834,4.5974,2.6926,5.014264,2.79317,2.645088
4.0,4.0,0.01,120,0.944616,0.47,383.46,2189.65,50.41,1169.4785,4.5955,2.6927,5.049153,2.813751,2.664503
4.0,4.0,0.01,121,0.944213,0.47,382.96,2189.78,50.41,1178.6694,4.5935,2.6927,5.083957,2.834293,2.68388
4.0,4.0,0.01,122,0.943812,0.47,382.46,2189.93,50.41,1187.8563,4.5916,2.6928,5.118678,2.854797,2.70322
4.0,4.0,0.01,123,0.943411,0.47,381.96,2190.09,50.42,1197.0392,4.5896,2.6929,5.153317,2.875262,2.722523
4.0,4.0,0.01,124,0.943011,0.46,381.48,2190.19,50.42,1206.218,4.5877,2.693,5.187874,2.89569,2.741789
4.0,4.0,0.01,125,0.942612,0.46,380.99,2190.31,50.42,1215.3928,4.5857,2.693,5.22235,2.916081,2.761019
4.0,4.0,0.01,126,0.942214,0.46,380.51,2190.45,50.42,1224.5636,4.5838,2.6931,5.256746,2.936434,2.780213
4.0,4.0,0.01,127,0.941817,0.46,380.04,2190.57,50.43,1233.7304,4.5819,2.6932,5.291062,2.956751,2.799371
4.0,4.0,0.01,128,0.941421,0.46,379.57,2190.84,50.43,1242.8933,4.5799,2.6933,5.325299,2.977031,2.818494
4.0,4.0,0.01,129,0.941026,0.46,379.11,2190.95,50.43,1252.0524,4.578,2.6933,5.359457,2.997276,2.837582
4.0,4.0,0.01,130,0.940631,0.46,378.65,2191.03,50.43,1261.2076,4.5761,2.6934,5.393538,3.017484,2.856636
4.0,4.0,0.01,131,0.940238,0.46,378.2,2191.11,50.44,1270.3592,4.5742,2.6935,5.427542,3.037657,2.875654
4.0,4.0,0.01,132,0.939845,0.45,377.75,2191.22,50.44,1279.5074,4.5723,2.6935,5.461469,3.057795,2.894639
4.0,4.0,0.01,133,0.939454,0.45,377.3,2191.23,50.44,1288.653,4.5704,2.6936,5.495321,3.077898,2.91359
4.0,4.0,0.01,134,0.939063,0.45,376.85,2191.35,50.44,1297.7961,4.5685,2.6937,5.529097,3.097966,2.932507
4.0,4.0,0.01,135,0.938673,0.45,376.41,2191.43,50.45,1306.9359,4.5666,2.6938,5.562798,3.118,2.951391
4.0,4.0,0.01,136,0.938284,0.45,375.96,2191.55,50.45,1316.0721,4.5647,2.6938,5.596426,3.138,2.970242
4.0,4.0,0.01,137,0.937896,0.45,375.52,2191.63,50.45,1325.2047,4.5628,2.6939,5.62998,3.157967,2.98906
4.0,4.0,0.01,138,0.937509,0.45,375.08,2191.74,50.45,1334.3335,4.5609,2.694,5.663461,3.177899,3.007846
4.0,4.0,0.01,139,0.937122,0.45,374.64,2191.7,50.46,1343.4585,4.559,2.694,5.696869,3.197799,3.026599
4.0,4.0,0.01,140,0.936737,0.44,374.19,2191.85,50.46,1352.5797,4.5571,2.6941,5.730206,3.217666,3.045321
4.0,4.0,0.01,141,0.936352,0.44,373.75,2191.84,50.46,1361.6971,4.5553,2.6942,5.763472,3.2375,3.064011
4.0,4.0,0.01,142,0.935968,0.44,373.31,2191.96,50.46,1370.8106,4.5534,2.6943,5.796667,3.257301,3.082669
4.0,4.0,0.01,143,0.935585,0.44,372.88,2192.03,50.47,1379.9204,4.5515,2.6943,5.829792,3.277071,3.101297
4.0,4.0,0.01,144,0.935203,0.44,372.45,2192.11,50.47,1389.0263,4.5497,2.6944,5.862848,3.296809,3.119894
4.0,4.0,0.01,145,0.934821,0.44,372.03,2192.16,50.47,1398.1284,4.5478,2.6945,5.895834,3.316515,3.13846
4.0,4.0,0.01,146,0.934441,0.44,371.61,2192.31,50.47,1407.2267,4.546,2.6945,5.928753,3.33619,3.156996
4.0,4.0,0.01,147,0.934061,0.44,371.19,2192.21,50.47,1416.3211,4.5441,2.6946,5.961603,3.355834,3.175501
4.0,4.0,0.01,148,0.933682,0.43,370.78,2192.28,50.48,1425.4117,4.5423,2.6947,5.994385,3.375447,3.193977
4.0,4.0,0.01,149,0.933304,0.43,370.37,2192.37,50.48,1434.4986,4.5404,2.6948,6.027101,3.395029,3.212423
4.0,4.0,0.01,150,0.932926,0.43,369.97,2192.46,50.48,1443.5816,4.5386,2.6948,6.059751,3.414581,3.23084
4.0,4.0,0.01,151,0.93255,0.43,369.56,2192.41,50.48,1452.6608,4.5368,2.6949,6.092334,3.434103,3.249228
4.0,4.0,0.01,152,0.932174,0.43,369.16,2192.4,50.49,1461.7363,4.5349,2.695,6.124852,3.453595,3.267587
4.0,4.0,0.01,153,0.931799,0.43,368.77,2192.46,50.49,1470.808,4.5331,2.695,6.157306,3.473058,3.285917
4.0,4.0,0.01,154,0.931424,0.43,368.37,2192.52,50.49,1479.8759,4.5313,2.6951,6.189694,3.492491,3.304219
4.0,4.0,0.01,155,0.931051,0.43,367.97,2192.46,50.49,1488.94,4.5295,2.6952,6.222019,3.511895,3.322492
4.0,4.0,0.01,156,0.930678,0.42,367.58,2192.65,50.5,1498.0004,4.5277,2.6952,6.254281,3.53127,3.340738
4.0,4.0,0.01,157,0.930306,0.42,367.19,2192.64,50.5,1507.057,4.5259,2.6953,6.286479,3.550617,3.358956
4.0,4.0,0.01,158,0.929934,0.42,366.8,2192.6,50.5,1516.1099,4.524,2.6954,6.318615,3.569935,3.377147
4.0,4.0,0.01,159,0.929564,0.42,366.41,2192.59,50.5,1525.1591,4.5222,2.6955,6.350689,3.589224,3.39531
4.0,4.0,0.01,160,0.929194,0.42,366.02,2192.71,50.5,1534.2045,4.5204,2.6955,6.382701,3.608486,3.413446
4.0,4.0,0.01,161,0.928824,0.42,365.64,2192.57,50.51,1543.2462,4.5186,2.6956,6.414651,3.62772,3.431555
4.0,4.0,0.01,162,0.928456,0.42,365.26,2192.58,50.51,1552.2843,4.5169,2.6957,6.446541,3.646926,3.449637
4.0,4.0,0.01,163,0.928088,0.42,364.88,2192.65,50.51,1561.3186,4.5151,2.6957,6.478371,3.666105,3.467693
4.0,4.0,0.01,164,0.927721,0.41,364.51,2192.76,50.51,1570.3493,4.5133,2.6958,6.510141,3.685256,3.485723
4.0,4.0,0.01,165,0.927355,0.41,364.14,2192.63,50.52,1579.3764,4.5115,2.6959,6.541852,3.704381,3.503726
4.0,4.0,0.01,166,0.926989,0.41,363.78,2192.65,50.52,1588.4,4.5097,2.6959,6.573503,3.723479,3.521704
4.0,4.0,0.01,167,0.926624,0.41,363.41,2192.64,50.52,1597.4203,4.5079,2.696,6.605096,3.74255,3.539656
4.0,4.0,0.01,168,0.92626,0.41,363.05,2192.64,50.52,1606.4372,4.5062,2.6961,6.636631,3.761595,3.557583
4.0,4.0,0.01,169,0.925896,0.41,362.7,2192.59,50.52,1615.4507,4.5044,2.6961,6.668107,3.780614,3.575484
4.0,4.0,0.01,170,0.925534,0.41,362.35,2192.56,50.53,1624.4606,4.5026,2.6962,6.699527,3.799606,3.593361
4.0,4.0,0.01,171,0.925171,0.41,362.0,2192.6,50.53,1633.467,4.5009,2.6963,6.730889,3.818573,3.611212
4.0,4.0,0.01,172,0.92481,0.41,361.65,2192.49,50.53,1642.4698,4.4991,2.6963,6.762195,3.837515,3.629039
4.0,4.0,0.01,173,0.924449,0.4,361.31,2192.46,50.53,1651.4691,4.4974,2.6964,6.793445,3.856431,3.646841
4.0,4.0,0.01,174,0.924089,0.4,360.96,2192.54,50.53,1660.4648,4.4956,2.6965,6.824639,3.875322,3.664619
4.0,4.0,0.01,175,0.923729,0.4,360.62,2192.38,50.54,1669.4569,4.4939,2.6966,6.855777,3.894187,3.682373
4.0,4.0,0.01,176,0.92337,0.4,360.27,2192.3,50.54,1678.4455,4.4921,2.6966,6.88686,3.913028,3.700103
4.0,4.0,0.01,177,0.923012,0.4,359.93,2192.4,50.33,1687.4306,4.4904,2.6967,6.917889,3.931844,3.717809
4.0,4.0,0.01,178,0.922654,0.4,359.58,2192.32,50.34,1696.4121,4.4886,2.6968,6.948864,3.950636,3.735492
4.0,4.0,0.01,179,0.922297,0.4,359.23,2192.33,50.34,1705.3902,4.4869,2.6968,6.979784,3.969404,3.753151
4.0,4.0,0.01,180,0.921941,0.4,358.88,2192.31,50.34,1714.3649,4.4852,2.6969,7.010651,3.988147,3.770787
4.0,4.0,0.01,181,0.921585,0.39,358.52,2192.27,50.34,1723.3364,4.4834,2.697,7.041465,4.006866,3.7884
4.0,4.0,0.01,182,0.92123,0.39,358.17,2192.54,50.34,1732.3054,4.4817,2.697,7.072227,4.025562,3.80599
4.0,4.0,0.01,183,0.920876,0.39,357.8,2192.53,50.34,1741.2717,4.48,2.6971,7.102936,4.044235,3.823558
4.0,4.0,0.01,184,0.920521,0.39,357.44,2192.22,50.35,1750.235,4.4783,2.6972,7.133593,4.062883,3.841103
4.0,4.0,0.01,185,0.920168,0.39,357.06,2192.23,50.35,1759.1948,4.4765,2.6972,7.164197,4.081509,3.858625
4.0,4.0,0.01,186,0.919816,0.39,356.68,2192.29,50.35,1768.1513,4.4748,2.6973,7.194751,4.100111,3.876126
4.0,4.0,0.01,187,0.919464,0.39,356.3,2192.24,50.35,1777.1043,4.4731,2.6974,7.225253,4.11869,3.893604
4.0,4.0,0.01,188,0.919112,0.39,355.9,2192.33,50.36,1786.0539,4.4714,2.6974,7.255704,4.137247,3.91106
4.0,4.0,0.01,189,0.918761,0.39,355.5,2192.25,50.36,1794.9999,4.4697,2.6975,7.286105,4.155781,3.928495
4.0,4.0,0.01,190,0.918411,0.38,355.1,2192.27,50.36,1803.9425,4.468,2.6976,7.316456,4.174292,3.945907
4.0,4.0,0.01,191,0.918061,0.38,354.68,2192.32,50.36,1812.8816,4.4663,2.6976,7.346758,4.192782,3.963299
4.0,4.0,0.01,192,0.917712,0.38,354.26,2192.41,50.36,1821.8171,4.4646,2.6977,7.377009,4.211249,3.980669
4.0,4.0,0.01,193,0.917364,0.38,353.83,2192.53,50.37,1830.7492,4.4629,2.6978,7.407212,4.229694,3.998018
4.0,4.0,0.01,194,0.917016,0.38,353.39,2192.78,50.37,1839.6778,4.4612,2.6978,7.437367,4.248118,4.015347
4.0,4.0,0.01,195,0.916669,0.38,352.95,2192.85,50.37,1848.6029,4.4595,2.6979,7.467473,4.26652,4.032655
4.0,4.0,0.01,196,0.916322,0.38,352.51,2192.89,50.37,1857.5245,4.4578,2.698,7.497531,4.2849,4.049942
4.0,4.0,0.01,197,0.915976,0.38,352.07,2192.78,50.38,1866.4426,4.4561,2.698,7.52754,4.303259,4.067208
4.0,4.0,0.01,198,0.91563,0.38,351.63,2193.01,50.38,1875.3572,4.4545,2.6981,7.557502,4.321597,4.084454
4.0,4.0,0.01,199,0.915285,0.37,351.2,2192.91,50.38,1884.2683,4.4528,2.6982,7.587417,4.339913,4.10168
4.0,4.0,0.01,200,0.914941,0.37,350.77,2193.14,50.38,1893.1761,4.4511,2.6982,7.617285,4.358209,4.118885
4.0,4.0,0.01,201,0.914597,0.37,350.35,2193.19,50.39,1902.0806,4.4494,2.6983,7.647107,4.376484,4.136071
4.0,4.0,0.01,202,0.914253,0.37,349.93,2193.25,50.39,1910.9819,4.4478,2.6984,7.676882,4.394738,4.153238
4.0,4.0,0.01,203,0.91391,0.37,349.5,2193.28,50.39,1919.88,4.4461,2.6984,7.706611,4.412972,4.170384
4.0,4.0,0.01,204,0.913568,0.37,349.09,2193.12,50.39,1928.7749,4.4444,2.6985,7.736294,4.431185,4.187511
4.0,4.0,0.01,205,0.913226,0.37,348.67,2193.11,50.4,1937.6663,4.4428,2.6985,7.765932,4.449378,4.204618
4.0,4.0,0.01,206,0.912885,0.37,348.25,2193.25,50.4,1946.5544,4.4411,2.6986,7.795524,4.467551,4.221706
4.0,4.0,0.01,207,0.912544,0.36,347.83,2193.42,50.4,1955.439,4.4394,2.6987,7.825072,4.485704,4.238775
